GraduatedYr,FacName,FacName.1,gender,AgeGrad,Nationality,EntryChannel,MUET,Program,CGPA,YearEntry,YearGrad,Status,JobGroup,jobassurance,JobStatusCategory,JobIncome,JobNumber
2023,FSKTM,Fac1,Male,24,Malaysian,Diploma,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.39,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Male,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.31,2019,2023,Melanjutkan pengajian (SKPG 2.0),-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Male,23,Non-Malaysian,Lain-lain,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.03,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.73,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.73,2019,2023,52,Pekerja Sokongan Perkeranian,Work with family (no wages/salary),Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.71,2019,2023,Melanjutkan pengajian (SKPG 2.0),-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.51,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sastera),Band 2,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.35,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.14,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Male,22,Malaysian,Asasi UPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.88,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"Lebih daripada RM10,000",Pertama
2023,FSKTM,Fac1,Male,23,Non-Malaysian,Lain-lain,Band 3,BACELOR KEJURUTERAAN PERISIAN,3.86,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM5,001- RM10,000",Ke- 2
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 5,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.91,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM5,001- RM10,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.91,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM5,001- RM10,000",Pertama
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.87,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR KEJURUTERAAN PERISIAN,3.95,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM4,001- RM5,000",11
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.81,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 5,BACELOR KEJURUTERAAN PERISIAN,3.81,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.81,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.87,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Ke- 2
2023,FSKTM,Fac1,Female,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (MULTIMEDIA),3.75,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Asasi UPM,Band 5,BACELOR KEJURUTERAAN PERISIAN,3.93,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Asasi UPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.87,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Male,21,Non-Malaysian,Lain-lain,Band 6,BACELOR KEJURUTERAAN PERISIAN,3.86,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.86,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM4,001- RM5,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.9,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 5,BACELOR KEJURUTERAAN PERISIAN,3.93,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.94,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.93,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.75,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.85,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Asasi UPM,Band 5,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.88,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,Asasi UPM,Band 5,BACELOR SAINS KOMPUTER (MULTIMEDIA),3.77,2018,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (MULTIMEDIA),3.76,2018,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Ke- 2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.77,2019,2023,52,Profesional,Private workers (including NGOs),Temporary,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.93,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.75,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.82,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.88,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.93,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.79,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.85,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.79,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.87,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Ke- 2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.8,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.93,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.84,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.77,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (MULTIMEDIA),3.79,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.79,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 5,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.9,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.86,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.85,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.77,2019,2023,52,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.84,2019,2023,52,Profesional,Government employees,Permanent,"RM2,501- RM3,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (MULTIMEDIA),3.75,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FSKTM,Fac1,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sastera),Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.81,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.83,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR KEJURUTERAAN PERISIAN,3.79,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.75,2019,2023,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Government employees,Contract,"RM1,501- RM2,000",11
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.8,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.76,2019,2023,52,Profesional,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.86,2019,2023,52,Profesional,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 5,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.75,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 5,BACELOR KEJURUTERAAN PERISIAN,3.98,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Male,21,Non-Malaysian,Lain-lain,Band 4,BACELOR KEJURUTERAAN PERISIAN,3.94,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (MULTIMEDIA),3.82,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.86,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.78,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),3.75,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Male,23,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.96,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.84,2019,2023,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Work with family (no wages/salary),Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.79,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.76,2019,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FSKTM,Fac1,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER) DENGAN KEPUJIAN,3.75,2019,2023,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Work with family (no wages/salary),Not applicable,Tidak Berkaitan,-2
2023,FP,Fac2,Male,23,Non-Malaysian,Lain-lain,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),2.93,2017,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,2.94,2017,2023,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2023,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 2,BACELOR PERTANIAN (SAINS TERNAKAN),3.33,2019,2023,52,Profesional,Free,Not applicable,"RM4,001- RM5,000",-2
2023,FP,Fac2,Male,24,Malaysian,Diploma,Band 4,BACELOR SAINS PERTANIAN,3.62,2019,2023,52,Pengurus,Private workers (including NGOs),Temporary,"RM3,001- RM4,000",Pertama
2023,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.31,2019,2023,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Male,26,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.46,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.46,2019,2023,52,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.25,2019,2023,52,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Female,23,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS PERNIAGAANTANI,3.58,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Male,24,Malaysian,Diploma,Band 4,BACELOR SAINS PERTANIAN,3.53,2019,2023,52,Profesional,Government employees,Contract,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Male,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.65,2019,2023,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,3.36,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Ke- 2
2023,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.51,2018,2023,52,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.32,2019,2023,52,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Male,23,Malaysian,STPM Aliran Sastera,Band 3,BACELOR SAINS PERNIAGAANTANI,3.7,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Ke- 2
2023,FP,Fac2,Female,23,Malaysian,STPM Aliran Sastera,Band 3,BACELOR SAINS PERNIAGAANTANI,3.47,2019,2023,52,Profesional,Employer,Not applicable,"RM2,501- RM3,000",-2
2023,FP,Fac2,Male,25,Malaysian,Diploma,Band 2,BACELOR SAINS PERNIAGAANTANI,3.39,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2023,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.56,2019,2023,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Self-employed/Freelance,Not applicable,"RM1,000 dan ke bawah",-2
2023,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.68,2019,2023,52,Profesional,Government employees,Contract,"RM1,000 dan ke bawah",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.43,2019,2023,52,Profesional,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Ke- 2
2023,FP,Fac2,Male,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.5,2019,2023,Bekerja sepenuh masa,Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 3,BACELOR SAINS AKUAKULTUR DENGAN KEPUJIAN,3.65,2019,2023,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Ke- 2
2023,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.49,2019,2023,52,Pengurus,Self-employed/Freelance,Not applicable,"RM1,000 dan ke bawah",-2
2023,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.68,2019,2023,52,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM1,000 dan ke bawah",Pertama
2023,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 2,BACELOR SAINS HORTIKULTUR,3.57,2019,2023,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM1,000 dan ke bawah",Pertama
2023,FP,Fac2,Female,23,Malaysian,STPM Aliran Sastera,Band 3,BACELOR SAINS PERNIAGAANTANI,3.69,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM1,000 dan ke bawah",Pertama
2023,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.43,2019,2023,52,Profesional,Private workers (including NGOs),Contract,"RM1,000 dan ke bawah",Pertama
2023,FP,Fac2,Male,24,Malaysian,Diploma,Band 4,BACELOR SAINS HORTIKULTUR,3.51,2019,2023,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM2,001- RM2,500",11
2023,FP,Fac2,Female,22,Malaysian,Tamhidi USIM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.63,2019,2023,52,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.66,2019,2023,52,Pekerja Sokongan Perkeranian,Employer,Not applicable,"RM2,001- RM2,500",-2
2023,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.71,2019,2023,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.56,2019,2023,52,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Female,23,Malaysian,STPM Aliran Sains,Band 2,BACELOR SAINS PERNIAGAANTANI,3.47,2019,2023,52,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.71,2019,2023,52,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS AKUAKULTUR DENGAN KEPUJIAN,3.16,2019,2023,52,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.47,2019,2023,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Self-employed/Freelance,Not applicable,"RM2,001- RM2,500",-2
2023,FP,Fac2,Female,22,Malaysian,Tamhidi USIM,Band 2,BACELOR SAINS PERNIAGAANTANI,3.67,2019,2023,52,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2023,FP,Fac2,Female,24,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.6,2019,2023,52,Juruteknik dan Profesional Bersekutu,Government employees,Permanent,"RM2,001- RM2,500",Pertama
